"DAYSAHEAD","TARGETDATE","FORECASTDEMAND","CARDINALPOINT","CP_TYPE","CP_ST_TIME","CP_END_TIME","F_Point","FORECAST_TIMESTAMP"
1,"2019-12-03",43144,"2A","P",930,1030,"DM","2019-12-02T08:16:31Z"
1,"2019-12-03",41699,"2B","P",1100,1300,NA,"2019-12-02T08:16:31Z"
1,"2019-12-03",41694,"3B","T",1330,1630,"Dm","2019-12-02T08:16:31Z"
1,"2019-12-03",47205,"DP","P",1700,1930,"EM","2019-12-02T08:16:31Z"
1,"2019-12-03",41394,"4B","F",2100,2100,NA,"2019-12-02T08:16:31Z"
1,"2019-12-03",29127,"4C","F",2400,2400,NA,"2019-12-02T08:16:31Z"
1,"2019-12-03",28962,"1F","F",30,30,NA,"2019-12-02T12:02:04Z"
1,"2019-12-03",29390,"1A","P",100,230,NA,"2019-12-02T12:02:04Z"
1,"2019-12-03",27773,"03","F",300,300,NA,"2019-12-02T12:02:04Z"
1,"2019-12-03",27003,"4","F",400,400,NA,"2019-12-02T12:02:04Z"
1,"2019-12-03",26796,"1B","T",430,730,"Om","2019-12-02T12:02:04Z"
1,"2019-12-03",42161,"2F","P",800,900,NA,"2019-12-02T12:02:04Z"
1,"2019-12-03",42443,"2A","P",930,1030,"DM","2019-12-02T12:02:04Z"
1,"2019-12-03",41442,"2B","P",1100,1300,NA,"2019-12-02T12:02:04Z"
1,"2019-12-03",40638,"3B","T",1330,1630,"Dm","2019-12-02T12:02:04Z"
1,"2019-12-03",47162,"DP","P",1700,1930,"EM","2019-12-02T12:02:04Z"
1,"2019-12-03",41260,"4B","F",2100,2100,NA,"2019-12-02T12:02:04Z"
1,"2019-12-03",29026,"4C","F",2400,2400,NA,"2019-12-02T12:02:04Z"
1,"2019-12-04",28350,"1F","F",30,30,NA,"2019-12-03T08:35:51Z"
1,"2019-12-04",28377,"1A","P",100,230,NA,"2019-12-03T08:35:51Z"
1,"2019-12-04",26893,"03","F",300,300,NA,"2019-12-03T08:35:51Z"
1,"2019-12-04",26013,"4","F",400,400,NA,"2019-12-03T08:35:51Z"
1,"2019-12-04",25918,"1B","T",430,730,"Om","2019-12-03T08:35:51Z"
1,"2019-12-04",41025,"2F","P",800,900,NA,"2019-12-03T08:35:51Z"
1,"2019-12-04",41415,"2A","P",930,1030,"DM","2019-12-03T08:35:51Z"
1,"2019-12-04",40848,"2B","P",1100,1300,NA,"2019-12-03T08:35:51Z"
1,"2019-12-04",40960,"3B","T",1330,1630,"Dm","2019-12-03T08:35:51Z"
1,"2019-12-04",46019,"DP","P",1700,1930,"EM","2019-12-03T08:35:51Z"
1,"2019-12-04",40419,"4B","F",2100,2100,NA,"2019-12-03T08:35:51Z"
1,"2019-12-04",28715,"4C","F",2400,2400,NA,"2019-12-03T08:35:51Z"
1,"2019-12-04",28303,"1F","F",30,30,NA,"2019-12-03T11:20:46Z"
1,"2019-12-04",28333,"1A","P",100,230,NA,"2019-12-03T11:20:46Z"
1,"2019-12-04",26850,"03","F",300,300,NA,"2019-12-03T11:20:46Z"
1,"2019-12-04",25979,"4","F",400,400,NA,"2019-12-03T11:20:46Z"
1,"2019-12-04",25885,"1B","T",430,730,"Om","2019-12-03T11:20:46Z"
1,"2019-12-04",40689,"2F","P",800,900,NA,"2019-12-03T11:20:46Z"
1,"2019-12-04",40925,"2A","P",930,1030,"DM","2019-12-03T11:20:46Z"
1,"2019-12-04",40631,"2B","P",1100,1300,NA,"2019-12-03T11:20:46Z"
1,"2019-12-04",40705,"3B","T",1330,1630,"Dm","2019-12-03T11:20:46Z"
1,"2019-12-04",45939,"DP","P",1700,1930,"EM","2019-12-03T11:20:46Z"
1,"2019-12-04",40387,"4B","F",2100,2100,NA,"2019-12-03T11:20:46Z"
1,"2019-12-04",28643,"4C","F",2400,2400,NA,"2019-12-03T11:20:46Z"
1,"2019-12-05",28140,"1F","F",30,30,NA,"2019-12-04T08:54:24Z"
1,"2019-12-05",28256,"1A","P",100,230,NA,"2019-12-04T08:54:24Z"
1,"2019-12-05",26420,"03","F",300,300,NA,"2019-12-04T08:54:24Z"
1,"2019-12-05",25653,"4","F",400,400,NA,"2019-12-04T08:54:24Z"
1,"2019-12-05",25633,"1B","T",430,730,"Om","2019-12-04T08:54:24Z"
1,"2019-12-05",41309,"2F","P",800,900,"DM","2019-12-04T08:54:24Z"
1,"2019-12-05",40838,"2A","P",930,1030,NA,"2019-12-04T08:54:24Z"
1,"2019-12-05",39980,"2B","P",1100,1300,NA,"2019-12-04T08:54:24Z"
1,"2019-12-05",39037,"3B","T",1330,1630,"Dm","2019-12-04T08:54:24Z"
1,"2019-12-05",42452,"DP","P",1700,1930,"EM","2019-12-04T08:54:24Z"
1,"2019-12-05",37093,"4B","F",2100,2100,NA,"2019-12-04T08:54:24Z"
1,"2019-12-05",26229,"4C","F",2400,2400,NA,"2019-12-04T08:54:24Z"
1,"2019-12-05",28101,"1F","F",30,30,NA,"2019-12-04T12:07:36Z"
1,"2019-12-05",28169,"1A","P",100,230,NA,"2019-12-04T12:07:36Z"
1,"2019-12-05",26580,"03","F",300,300,NA,"2019-12-04T12:07:36Z"
1,"2019-12-05",25708,"4","F",400,400,NA,"2019-12-04T12:07:36Z"
1,"2019-12-05",25563,"1B","T",430,730,"Om","2019-12-04T12:07:36Z"
1,"2019-12-05",40844,"2F","P",800,900,"DM","2019-12-04T12:07:36Z"
1,"2019-12-05",40665,"2A","P",930,1030,NA,"2019-12-04T12:07:36Z"
1,"2019-12-05",39745,"2B","P",1100,1300,NA,"2019-12-04T12:07:36Z"
1,"2019-12-05",39219,"3B","T",1330,1630,"Dm","2019-12-04T12:07:36Z"
1,"2019-12-05",43036,"DP","P",1700,1930,"EM","2019-12-04T12:07:36Z"
1,"2019-12-05",37169,"4B","F",2100,2100,NA,"2019-12-04T12:07:36Z"
1,"2019-12-05",26218,"4C","F",2400,2400,NA,"2019-12-04T12:07:36Z"
1,"2019-12-06",25791,"1F","F",30,30,NA,"2019-12-05T08:32:19Z"
1,"2019-12-06",25883,"1A","P",100,230,NA,"2019-12-05T08:32:19Z"
1,"2019-12-06",23885,"03","F",300,300,NA,"2019-12-05T08:32:19Z"
1,"2019-12-06",22952,"4","F",400,400,NA,"2019-12-05T08:32:19Z"
1,"2019-12-06",22814,"1B","T",430,730,"Om","2019-12-05T08:32:19Z"
1,"2019-12-06",37748,"2F","P",800,900,NA,"2019-12-05T08:32:19Z"
1,"2019-12-06",38453,"2A","P",930,1030,"DM","2019-12-05T08:32:19Z"
1,"2019-12-06",38112,"2B","P",1100,1300,NA,"2019-12-05T08:32:19Z"
1,"2019-12-06",37384,"3B","T",1330,1630,"Dm","2019-12-05T08:32:19Z"
1,"2019-12-06",41133,"DP","P",1700,1930,"EM","2019-12-05T08:32:19Z"
1,"2019-12-06",35626,"4B","F",2100,2100,NA,"2019-12-05T08:32:19Z"
1,"2019-12-06",26664,"4C","F",2400,2400,NA,"2019-12-05T08:32:19Z"
1,"2019-12-06",25787,"1F","F",30,30,NA,"2019-12-05T11:07:58Z"
1,"2019-12-06",25878,"1A","P",100,230,NA,"2019-12-05T11:07:58Z"
1,"2019-12-06",23888,"03","F",300,300,NA,"2019-12-05T11:07:58Z"
1,"2019-12-06",22959,"4","F",400,400,NA,"2019-12-05T11:07:58Z"
1,"2019-12-06",22823,"1B","T",430,730,"Om","2019-12-05T11:07:58Z"
1,"2019-12-06",37780,"2F","P",800,900,NA,"2019-12-05T11:07:58Z"
1,"2019-12-06",38481,"2A","P",930,1030,"DM","2019-12-05T11:07:58Z"
1,"2019-12-06",38225,"2B","P",1100,1300,NA,"2019-12-05T11:07:58Z"
1,"2019-12-06",37483,"3B","T",1330,1630,"Dm","2019-12-05T11:07:58Z"
1,"2019-12-06",41296,"DP","P",1700,1930,"EM","2019-12-05T11:07:58Z"
1,"2019-12-06",35641,"4B","F",2100,2100,NA,"2019-12-05T11:07:58Z"
1,"2019-12-06",26688,"4C","F",2400,2400,NA,"2019-12-05T11:07:58Z"
1,"2019-12-07",25843,"1F","F",30,30,NA,"2019-12-06T08:29:52Z"
1,"2019-12-07",25843,"1A","P",100,230,NA,"2019-12-06T08:29:52Z"
1,"2019-12-07",23489,"03","F",300,300,NA,"2019-12-06T08:29:52Z"
1,"2019-12-07",22634,"4","F",400,400,NA,"2019-12-06T08:29:52Z"
1,"2019-12-07",22139,"1B","T",430,730,"Om","2019-12-06T08:29:52Z"
1,"2019-12-07",32161,"2F","P",800,900,NA,"2019-12-06T08:29:52Z"
1,"2019-12-07",33555,"2A","P",930,1030,"DM","2019-12-06T08:29:52Z"
1,"2019-12-07",33536,"2B","P",1100,1300,NA,"2019-12-06T08:29:52Z"
1,"2019-12-07",33225,"3B","T",1330,1630,"Dm","2019-12-06T08:29:52Z"
1,"2019-12-07",38149,"DP","P",1700,1930,"EM","2019-12-06T08:29:52Z"
1,"2019-12-07",31464,"4B","F",2100,2100,NA,"2019-12-06T08:29:52Z"
1,"2019-12-07",23778,"4C","F",2400,2400,NA,"2019-12-06T08:29:52Z"
1,"2019-12-07",25839,"1F","F",30,30,NA,"2019-12-06T11:25:52Z"
1,"2019-12-07",25840,"1A","P",100,230,NA,"2019-12-06T11:25:52Z"
1,"2019-12-07",23485,"03","F",300,300,NA,"2019-12-06T11:25:52Z"
1,"2019-12-07",22642,"4","F",400,400,NA,"2019-12-06T11:25:52Z"
1,"2019-12-07",22153,"1B","T",430,730,"Om","2019-12-06T11:25:52Z"
1,"2019-12-07",32243,"2F","P",800,900,NA,"2019-12-06T11:25:52Z"
1,"2019-12-07",33728,"2A","P",930,1030,NA,"2019-12-06T11:25:52Z"
1,"2019-12-07",33890,"2B","P",1100,1300,"DM","2019-12-06T11:25:52Z"
1,"2019-12-07",33323,"3B","T",1330,1630,"Dm","2019-12-06T11:25:52Z"
1,"2019-12-07",38215,"DP","P",1700,1930,"EM","2019-12-06T11:25:52Z"
1,"2019-12-07",31573,"4B","F",2100,2100,NA,"2019-12-06T11:25:52Z"
1,"2019-12-07",23773,"4C","F",2400,2400,NA,"2019-12-06T11:25:52Z"
1,"2019-12-08",22957,"1F","F",30,30,NA,"2019-12-07T08:39:30Z"
1,"2019-12-08",22845,"1A","P",100,230,NA,"2019-12-07T08:39:30Z"
1,"2019-12-08",20338,"03","F",300,300,NA,"2019-12-07T08:39:30Z"
1,"2019-12-08",19624,"4","F",400,400,NA,"2019-12-07T08:39:30Z"
1,"2019-12-08",18971,"1B","T",430,730,"Om","2019-12-07T08:39:30Z"
1,"2019-12-08",26281,"2F","P",800,900,NA,"2019-12-07T08:39:30Z"
1,"2019-12-08",29024,"2A","P",930,1030,NA,"2019-12-07T08:39:30Z"
1,"2019-12-08",30764,"2B","P",1100,1300,"DM","2019-12-07T08:39:30Z"
1,"2019-12-08",31125,"3B","T",1330,1630,"Dm","2019-12-07T08:39:30Z"
1,"2019-12-08",38719,"DP","P",1700,1930,"EM","2019-12-07T08:39:30Z"
1,"2019-12-08",32430,"4B","F",2100,2100,NA,"2019-12-07T08:39:30Z"
1,"2019-12-08",23334,"4C","F",2400,2400,NA,"2019-12-07T08:39:30Z"
1,"2019-12-08",23092,"1F","F",30,30,NA,"2019-12-07T11:40:59Z"
1,"2019-12-08",23072,"1A","P",100,230,NA,"2019-12-07T11:40:59Z"
1,"2019-12-08",20649,"03","F",300,300,NA,"2019-12-07T11:40:59Z"
1,"2019-12-08",19865,"4","F",400,400,NA,"2019-12-07T11:40:59Z"
1,"2019-12-08",19199,"1B","T",430,730,"Om","2019-12-07T11:40:59Z"
1,"2019-12-08",26402,"2F","P",800,900,NA,"2019-12-07T11:40:59Z"
1,"2019-12-08",29058,"2A","P",930,1030,NA,"2019-12-07T11:40:59Z"
1,"2019-12-08",30637,"2B","P",1100,1300,"DM","2019-12-07T11:40:59Z"
1,"2019-12-08",31045,"3B","T",1330,1630,"Dm","2019-12-07T11:40:59Z"
1,"2019-12-08",38807,"DP","P",1700,1930,"EM","2019-12-07T11:40:59Z"
1,"2019-12-08",32550,"4B","F",2100,2100,NA,"2019-12-07T11:40:59Z"
1,"2019-12-08",23563,"4C","F",2400,2400,NA,"2019-12-07T11:40:59Z"
1,"2019-12-09",23326,"1F","F",30,30,NA,"2019-12-08T08:41:17Z"
1,"2019-12-09",23706,"1A","P",100,230,NA,"2019-12-08T08:41:17Z"
1,"2019-12-09",21911,"03","F",300,300,NA,"2019-12-08T08:41:17Z"
1,"2019-12-09",21164,"4","F",400,400,NA,"2019-12-08T08:41:17Z"
1,"2019-12-09",20969,"1B","T",430,730,"Om","2019-12-08T08:41:17Z"
1,"2019-12-09",37508,"2F","P",800,900,NA,"2019-12-08T08:41:17Z"
1,"2019-12-09",37706,"2A","P",930,1030,"DM","2019-12-08T08:41:17Z"
1,"2019-12-09",36309,"2B","P",1100,1300,NA,"2019-12-08T08:41:17Z"
1,"2019-12-09",36754,"3B","T",1330,1630,"Dm","2019-12-08T08:41:17Z"
1,"2019-12-09",45509,"DP","P",1700,1930,"EM","2019-12-08T08:41:17Z"
1,"2019-12-09",39792,"4B","F",2100,2100,NA,"2019-12-08T08:41:17Z"
1,"2019-12-09",27843,"4C","F",2400,2400,NA,"2019-12-08T08:41:17Z"
1,"2019-12-09",23593,"1F","F",30,30,NA,"2019-12-08T11:34:18Z"
1,"2019-12-09",23801,"1A","P",100,230,NA,"2019-12-08T11:34:18Z"
1,"2019-12-09",22092,"03","F",300,300,NA,"2019-12-08T11:34:18Z"
1,"2019-12-09",21318,"4","F",400,400,NA,"2019-12-08T11:34:18Z"
1,"2019-12-09",21177,"1B","T",430,730,"Om","2019-12-08T11:34:18Z"
1,"2019-12-09",37586,"2F","P",800,900,NA,"2019-12-08T11:34:18Z"
1,"2019-12-09",37612,"2A","P",930,1030,"DM","2019-12-08T11:34:18Z"
1,"2019-12-09",36341,"2B","P",1100,1300,NA,"2019-12-08T11:34:18Z"
1,"2019-12-09",36733,"3B","T",1330,1630,"Dm","2019-12-08T11:34:18Z"
1,"2019-12-09",45541,"DP","P",1700,1930,"EM","2019-12-08T11:34:18Z"
1,"2019-12-09",39797,"4B","F",2100,2100,NA,"2019-12-08T11:34:18Z"
1,"2019-12-09",27712,"4C","F",2400,2400,NA,"2019-12-08T11:34:18Z"
1,"2019-12-10",27031,"1F","F",30,30,NA,"2019-12-09T08:28:12Z"
1,"2019-12-10",26853,"1A","P",100,230,NA,"2019-12-09T08:28:12Z"
1,"2019-12-10",24962,"03","F",300,300,NA,"2019-12-09T08:28:12Z"
1,"2019-12-10",23927,"4","F",400,400,NA,"2019-12-09T08:28:12Z"
1,"2019-12-10",23655,"1B","T",430,730,"Om","2019-12-09T08:28:12Z"
1,"2019-12-10",37488,"2F","P",800,900,NA,"2019-12-09T08:28:12Z"
1,"2019-12-10",38122,"2A","P",930,1030,NA,"2019-12-09T08:28:12Z"
1,"2019-12-10",38949,"2B","P",1100,1300,"DM","2019-12-09T08:28:12Z"
1,"2019-12-10",38224,"3B","T",1330,1630,"Dm","2019-12-09T08:28:12Z"
1,"2019-12-10",42461,"DP","P",1700,1930,"EM","2019-12-09T08:28:12Z"
1,"2019-12-10",36975,"4B","F",2100,2100,NA,"2019-12-09T08:28:12Z"
1,"2019-12-10",25765,"4C","F",2400,2400,NA,"2019-12-09T08:28:12Z"
1,"2019-12-10",26991,"1F","F",30,30,NA,"2019-12-09T11:18:31Z"
1,"2019-12-10",27144,"1A","P",100,230,NA,"2019-12-09T11:18:31Z"
1,"2019-12-10",25110,"03","F",300,300,NA,"2019-12-09T11:18:31Z"
1,"2019-12-10",24009,"4","F",400,400,NA,"2019-12-09T11:18:31Z"
1,"2019-12-10",23728,"1B","T",430,730,"Om","2019-12-09T11:18:31Z"
1,"2019-12-10",37378,"2F","P",800,900,NA,"2019-12-09T11:18:31Z"
1,"2019-12-10",37929,"2A","P",930,1030,NA,"2019-12-09T11:18:31Z"
1,"2019-12-10",38673,"2B","P",1100,1300,"DM","2019-12-09T11:18:31Z"
1,"2019-12-10",38124,"3B","T",1330,1630,"Dm","2019-12-09T11:18:31Z"
1,"2019-12-10",42285,"DP","P",1700,1930,"EM","2019-12-09T11:18:31Z"
1,"2019-12-10",36790,"4B","F",2100,2100,NA,"2019-12-09T11:18:31Z"
1,"2019-12-10",25696,"4C","F",2400,2400,NA,"2019-12-09T11:18:31Z"
1,"2019-12-11",25814,"1F","F",30,30,NA,"2019-12-10T08:01:25Z"
1,"2019-12-11",26847,"1A","P",100,230,NA,"2019-12-10T08:01:25Z"
1,"2019-12-11",25433,"03","F",300,300,NA,"2019-12-10T08:01:25Z"
1,"2019-12-11",24752,"4","F",400,400,NA,"2019-12-10T08:01:25Z"
1,"2019-12-11",24697,"1B","T",430,730,"Om","2019-12-10T08:01:25Z"
1,"2019-12-11",39279,"2F","P",800,900,"DM","2019-12-10T08:01:25Z"
1,"2019-12-11",39034,"2A","P",930,1030,NA,"2019-12-10T08:01:25Z"
1,"2019-12-11",38250,"2B","P",1100,1300,NA,"2019-12-10T08:01:25Z"
1,"2019-12-11",38517,"3B","T",1330,1630,"Dm","2019-12-10T08:01:25Z"
1,"2019-12-11",44567,"DP","P",1700,1930,"EM","2019-12-10T08:01:25Z"
1,"2019-12-11",39288,"4B","F",2100,2100,NA,"2019-12-10T08:01:25Z"
1,"2019-12-11",27671,"4C","F",2400,2400,NA,"2019-12-10T08:01:25Z"
1,"2019-12-11",25815,"1F","F",30,30,NA,"2019-12-10T10:53:53Z"
1,"2019-12-11",26853,"1A","P",100,230,NA,"2019-12-10T10:53:53Z"
1,"2019-12-11",25442,"03","F",300,300,NA,"2019-12-10T10:53:53Z"
1,"2019-12-11",24755,"4","F",400,400,NA,"2019-12-10T10:53:53Z"
1,"2019-12-11",24697,"1B","T",430,730,"Om","2019-12-10T10:53:53Z"
1,"2019-12-11",39565,"2F","P",800,900,"DM","2019-12-10T10:53:53Z"
1,"2019-12-11",39312,"2A","P",930,1030,NA,"2019-12-10T10:53:53Z"
1,"2019-12-11",37940,"2B","P",1100,1300,NA,"2019-12-10T10:53:53Z"
1,"2019-12-11",38218,"3B","T",1330,1630,"Dm","2019-12-10T10:53:53Z"
1,"2019-12-11",44792,"DP","P",1700,1930,"EM","2019-12-10T10:53:53Z"
1,"2019-12-11",39312,"4B","F",2100,2100,NA,"2019-12-10T10:53:53Z"
1,"2019-12-11",27725,"4C","F",2400,2400,NA,"2019-12-10T10:53:53Z"
1,"2019-12-12",27054,"1F","F",30,30,NA,"2019-12-11T08:41:07Z"
1,"2019-12-12",27504,"1A","P",100,230,NA,"2019-12-11T08:41:07Z"
1,"2019-12-12",26083,"03","F",300,300,NA,"2019-12-11T08:41:07Z"
1,"2019-12-12",25435,"4","F",400,400,NA,"2019-12-11T08:41:07Z"
1,"2019-12-12",25330,"1B","T",430,730,"Om","2019-12-11T08:41:07Z"
1,"2019-12-12",40658,"2F","P",800,900,NA,"2019-12-11T08:41:07Z"
1,"2019-12-12",41559,"2A","P",930,1030,NA,"2019-12-11T08:41:07Z"
1,"2019-12-12",41801,"2B","P",1100,1300,"DM","2019-12-11T08:41:07Z"
1,"2019-12-12",41576,"3B","T",1330,1630,"Dm","2019-12-11T08:41:07Z"
1,"2019-12-12",45520,"DP","P",1700,1930,"EM","2019-12-11T08:41:07Z"
1,"2019-12-12",39430,"4B","F",2100,2100,NA,"2019-12-11T08:41:07Z"
1,"2019-12-12",27779,"4C","F",2400,2400,NA,"2019-12-11T08:41:07Z"
1,"2019-12-12",27171,"1F","F",30,30,NA,"2019-12-11T11:21:27Z"
1,"2019-12-12",27473,"1A","P",100,230,NA,"2019-12-11T11:21:27Z"
1,"2019-12-12",26066,"03","F",300,300,NA,"2019-12-11T11:21:27Z"
1,"2019-12-12",25419,"4","F",400,400,NA,"2019-12-11T11:21:27Z"
1,"2019-12-12",25316,"1B","T",430,730,"Om","2019-12-11T11:21:27Z"
1,"2019-12-12",40663,"2F","P",800,900,NA,"2019-12-11T11:21:27Z"
1,"2019-12-12",41557,"2A","P",930,1030,NA,"2019-12-11T11:21:27Z"
1,"2019-12-12",41904,"2B","P",1100,1300,"DM","2019-12-11T11:21:27Z"
1,"2019-12-12",41700,"3B","T",1330,1630,"Dm","2019-12-11T11:21:27Z"
1,"2019-12-12",45537,"DP","P",1700,1930,"EM","2019-12-11T11:21:27Z"
1,"2019-12-12",39576,"4B","F",2100,2100,NA,"2019-12-11T11:21:27Z"
1,"2019-12-12",27773,"4C","F",2400,2400,NA,"2019-12-11T11:21:27Z"
1,"2019-12-13",27208,"1F","F",30,30,NA,"2019-12-12T08:40:04Z"
1,"2019-12-13",27848,"1A","P",100,230,NA,"2019-12-12T08:40:04Z"
1,"2019-12-13",25930,"03","F",300,300,NA,"2019-12-12T08:40:04Z"
1,"2019-12-13",25169,"4","F",400,400,NA,"2019-12-12T08:40:04Z"
1,"2019-12-13",25005,"1B","T",430,730,"Om","2019-12-12T08:40:04Z"
1,"2019-12-13",40487,"2F","P",800,900,NA,"2019-12-12T08:40:04Z"
1,"2019-12-13",41384,"2A","P",930,1030,"DM","2019-12-12T08:40:04Z"
1,"2019-12-13",40690,"2B","P",1100,1300,NA,"2019-12-12T08:40:04Z"
1,"2019-12-13",39033,"3B","T",1330,1630,"Dm","2019-12-12T08:40:04Z"
1,"2019-12-13",43338,"DP","P",1700,1930,"EM","2019-12-12T08:40:04Z"
1,"2019-12-13",37377,"4B","F",2100,2100,NA,"2019-12-12T08:40:04Z"
1,"2019-12-13",27346,"4C","F",2400,2400,NA,"2019-12-12T08:40:04Z"
1,"2019-12-13",27374,"1F","F",30,30,NA,"2019-12-12T11:38:29Z"
1,"2019-12-13",28053,"1A","P",100,230,NA,"2019-12-12T11:38:29Z"
1,"2019-12-13",26176,"03","F",300,300,NA,"2019-12-12T11:38:29Z"
1,"2019-12-13",25348,"4","F",400,400,NA,"2019-12-12T11:38:29Z"
1,"2019-12-13",25185,"1B","T",430,730,"Om","2019-12-12T11:38:29Z"
1,"2019-12-13",41018,"2F","P",800,900,NA,"2019-12-12T11:38:29Z"
1,"2019-12-13",41942,"2A","P",930,1030,"DM","2019-12-12T11:38:29Z"
1,"2019-12-13",40528,"2B","P",1100,1300,NA,"2019-12-12T11:38:29Z"
1,"2019-12-13",39201,"3B","T",1330,1630,"Dm","2019-12-12T11:38:29Z"
1,"2019-12-13",43281,"DP","P",1700,1930,"EM","2019-12-12T11:38:29Z"
1,"2019-12-13",37333,"4B","F",2100,2100,NA,"2019-12-12T11:38:29Z"
1,"2019-12-13",27345,"4C","F",2400,2400,NA,"2019-12-12T11:38:29Z"
1,"2019-12-14",26799,"1F","F",30,30,NA,"2019-12-13T08:38:57Z"
1,"2019-12-14",27000,"1A","P",100,230,NA,"2019-12-13T08:38:57Z"
1,"2019-12-14",24650,"03","F",300,300,NA,"2019-12-13T08:38:57Z"
1,"2019-12-14",23365,"4","F",400,400,NA,"2019-12-13T08:38:57Z"
1,"2019-12-14",23007,"1B","T",430,730,"Om","2019-12-13T08:38:57Z"
1,"2019-12-14",33949,"2F","P",800,900,NA,"2019-12-13T08:38:57Z"
1,"2019-12-14",35811,"2A","P",930,1030,"DM","2019-12-13T08:38:57Z"
1,"2019-12-14",35660,"2B","P",1100,1300,NA,"2019-12-13T08:38:57Z"
1,"2019-12-14",34180,"3B","T",1330,1630,"Dm","2019-12-13T08:38:57Z"
1,"2019-12-14",40125,"DP","P",1700,1930,"EM","2019-12-13T08:38:57Z"
1,"2019-12-14",34496,"4B","F",2100,2100,NA,"2019-12-13T08:38:57Z"
1,"2019-12-14",26917,"4C","F",2400,2400,NA,"2019-12-13T08:38:57Z"
1,"2019-12-14",26785,"1F","F",30,30,NA,"2019-12-13T11:55:42Z"
1,"2019-12-14",26988,"1A","P",100,230,NA,"2019-12-13T11:55:42Z"
1,"2019-12-14",24706,"03","F",300,300,NA,"2019-12-13T11:55:42Z"
1,"2019-12-14",23392,"4","F",400,400,NA,"2019-12-13T11:55:42Z"
1,"2019-12-14",23021,"1B","T",430,730,"Om","2019-12-13T11:55:42Z"
1,"2019-12-14",33404,"2F","P",800,900,NA,"2019-12-13T11:55:42Z"
1,"2019-12-14",35099,"2A","P",930,1030,NA,"2019-12-13T11:55:42Z"
1,"2019-12-14",35573,"2B","P",1100,1300,"DM","2019-12-13T11:55:42Z"
1,"2019-12-14",33622,"3B","T",1330,1630,"Dm","2019-12-13T11:55:42Z"
1,"2019-12-14",40124,"DP","P",1700,1930,"EM","2019-12-13T11:55:42Z"
1,"2019-12-14",34635,"4B","F",2100,2100,NA,"2019-12-13T11:55:42Z"
1,"2019-12-14",27143,"4C","F",2400,2400,NA,"2019-12-13T11:55:42Z"
1,"2019-12-15",26245,"1F","F",30,30,NA,"2019-12-14T08:35:33Z"
1,"2019-12-15",26414,"1A","P",100,230,NA,"2019-12-14T08:35:33Z"
1,"2019-12-15",23906,"03","F",300,300,NA,"2019-12-14T08:35:33Z"
1,"2019-12-15",22892,"4","F",400,400,NA,"2019-12-14T08:35:33Z"
1,"2019-12-15",22320,"1B","T",430,730,"Om","2019-12-14T08:35:33Z"
1,"2019-12-15",30413,"2F","P",800,900,NA,"2019-12-14T08:35:33Z"
1,"2019-12-15",33212,"2A","P",930,1030,NA,"2019-12-14T08:35:33Z"
1,"2019-12-15",34222,"2B","P",1100,1300,"DM","2019-12-14T08:35:33Z"
1,"2019-12-15",34422,"3B","T",1330,1630,"Dm","2019-12-14T08:35:33Z"
1,"2019-12-15",41856,"DP","P",1700,1930,"EM","2019-12-14T08:35:33Z"
1,"2019-12-15",35939,"4B","F",2100,2100,NA,"2019-12-14T08:35:33Z"
1,"2019-12-15",26036,"4C","F",2400,2400,NA,"2019-12-14T08:35:33Z"
1,"2019-12-15",26291,"1F","F",30,30,NA,"2019-12-14T11:41:54Z"
1,"2019-12-15",26412,"1A","P",100,230,NA,"2019-12-14T11:41:54Z"
1,"2019-12-15",23934,"03","F",300,300,NA,"2019-12-14T11:41:54Z"
1,"2019-12-15",22941,"4","F",400,400,NA,"2019-12-14T11:41:54Z"
1,"2019-12-15",22384,"1B","T",430,730,"Om","2019-12-14T11:41:54Z"
1,"2019-12-15",30310,"2F","P",800,900,NA,"2019-12-14T11:41:54Z"
1,"2019-12-15",32946,"2A","P",930,1030,NA,"2019-12-14T11:41:54Z"
1,"2019-12-15",33988,"2B","P",1100,1300,"DM","2019-12-14T11:41:54Z"
1,"2019-12-15",34216,"3B","T",1330,1630,"Dm","2019-12-14T11:41:54Z"
1,"2019-12-15",41851,"DP","P",1700,1930,"EM","2019-12-14T11:41:54Z"
1,"2019-12-15",35930,"4B","F",2100,2100,NA,"2019-12-14T11:41:54Z"
1,"2019-12-15",26034,"4C","F",2400,2400,NA,"2019-12-14T11:41:54Z"
1,"2019-12-16",25680,"1F","F",30,30,NA,"2019-12-15T08:42:01Z"
1,"2019-12-16",25716,"1A","P",100,230,NA,"2019-12-15T08:42:01Z"
1,"2019-12-16",24410,"03","F",300,300,NA,"2019-12-15T08:42:01Z"
1,"2019-12-16",23735,"4","F",400,400,NA,"2019-12-15T08:42:01Z"
1,"2019-12-16",23642,"1B","T",430,730,"Om","2019-12-15T08:42:01Z"
1,"2019-12-16",40574,"2F","P",800,900,NA,"2019-12-15T08:42:01Z"
1,"2019-12-16",41071,"2A","P",930,1030,"DM","2019-12-15T08:42:01Z"
1,"2019-12-16",40015,"2B","P",1100,1300,NA,"2019-12-15T08:42:01Z"
1,"2019-12-16",40128,"3B","T",1330,1630,"Dm","2019-12-15T08:42:01Z"
1,"2019-12-16",46029,"DP","P",1700,1930,"EM","2019-12-15T08:42:01Z"
1,"2019-12-16",40767,"4B","F",2100,2100,NA,"2019-12-15T08:42:01Z"
